left_actor_name,arrow,right_actor_name
Sunda Croonquist,<->,Judd Nelson
Sunda Croonquist,<->,Seymour Cassel
Alessandro Nivola,<->,Alicia Silverstone
Alessandro Nivola,<->,Natascha McElhone
Alessandro Nivola,<->,Kenneth Branagh
Ed Lauter,<->,Peter Greene
Ed Lauter,<->,Justine Miceli
Ed Lauter,<->,Charlie Mattera
James Coburn,<->,Costas Mandylor
James Coburn,<->,Finola Hughes
James Coburn,<->,Alex Hyde-White
Glenn Plummer,<->,Terrence Howard
Glenn Plummer,<->,Clyde Risley Jones
Glenn Plummer,<->,Charles R. Penland
Jim Carrey,<->,Renée Zellweger
Jim Carrey,<->,Anthony Anderson
Jim Carrey,<->,Mongo Brownlee
Tim Robbins,<->,Gary Sinise
Tim Robbins,<->,Don Cheadle
Tim Robbins,<->,Connie Nielsen
Sinéad Cusack,<->,Sam Neill
Sinéad Cusack,<->,Matthew Newton
Sinéad Cusack,<->,Rose Byrne
Craig Sheffer,<->,Patsy Kensit
Craig Sheffer,<->,Richard Chamberlain
Craig Sheffer,<->,Daniel Riordan
Colin Farrell,<->,Kiefer Sutherland
Colin Farrell,<->,Forest Whitaker
Colin Farrell,<->,Radha Mitchell
Ed Harris,<->,Marcia Gay Harden
Ed Harris,<->,Robert Knott
Ed Harris,<->,Molly Regan
Heath Ledger,<->,Mark Addy
Heath Ledger,<->,Rufus Sewell
Heath Ledger,<->,Shannyn Sossamon
Vincent D'Onofrio,<->,Matthew Lillard
Vincent D'Onofrio,<->,Valeria Golino
Vincent D'Onofrio,<->,Mark Boone Junior
Samy Naceri,<->,Frédéric Diefenthal
Samy Naceri,<->,Emma Wiklund
Samy Naceri,<->,Marion Cotillard
Mariam Parris,<->,David Ackert
Mariam Parris,<->,Shaun Toub
Mariam Parris,<->,Shohreh Aghdashloo
Mekhi Phifer,<->,Julia Stiles
Mekhi Phifer,<->,Martin Sheen
Mekhi Phifer,<->,Josh Hartnett
Ben Affleck,<->,Gary Sinise
Ben Affleck,<->,Charlize Theron
Ben Affleck,<->,James Frain
Jackie Chan,<->,Owen Wilson
Jackie Chan,<->,Lucy Liu
Jackie Chan,<->,Brandon Merrill
Chevy Chase,<->,Mark Webber
Chevy Chase,<->,Schuyler Fisk
Chevy Chase,<->,Chris Elliott
Angela Bassett,<->,Joanna Lumley
Angela Bassett,<->,Anne Archer
Angela Bassett,<->,Debi Derryberry
Michael Douglas,<->,Tobey Maguire
Michael Douglas,<->,Frances McDormand
Michael Douglas,<->,Robert Downey Jr.
John Travolta,<->,Forest Whitaker
John Travolta,<->,Barry Pepper
John Travolta,<->,Kim Coates
Adam Sandler,<->,Patricia Arquette
Adam Sandler,<->,Harvey Keitel
Adam Sandler,<->,Rhys Ifans
Danny DeVito,<->,Bette Midler
Danny DeVito,<->,Neve Campbell
Danny DeVito,<->,Jamie Lee Curtis
Dennis Quaid,<->,Jim Caviezel
Dennis Quaid,<->,Shawn Doyle
Dennis Quaid,<->,Elizabeth Mitchell
Bill Pullman,<->,Devon Sawa
Bill Pullman,<->,Gabrielle Anwar
Bill Pullman,<->,Angela Featherstone
Kiefer Sutherland,<->,Marcus Thomas
Kiefer Sutherland,<->,Daryl Hannah
Kiefer Sutherland,<->,Pete Postlethwaite
Richard Grieco,<->,Andrew Dice Clay
Richard Grieco,<->,Angie Everhart
Richard Grieco,<->,John Enos III
Lynn Redgrave,<->,Jamey Sheridan
Lynn Redgrave,<->,Harry Connick Jr.
Lynn Redgrave,<->,Cindy Crawford
Clint Eastwood,<->,Tommy Lee Jones
Clint Eastwood,<->,Donald Sutherland
Clint Eastwood,<->,James Garner
Marla Sokoloff,<->,Marley Shelton
Marla Sokoloff,<->,Melissa George
Marla Sokoloff,<->,Mena Suvari
Devon Gummersall,<->,Eion Bailey
Devon Gummersall,<->,Arly Jover
Devon Gummersall,<->,Leslie Bibb
Ben Affleck,<->,Gwyneth Paltrow
Ben Affleck,<->,Natasha Henstridge
Ben Affleck,<->,Edward Edwards
Freddie Prinze Jr.,<->,Julia Stiles
Freddie Prinze Jr.,<->,Selma Blair
Freddie Prinze Jr.,<->,Shawn Hatosy
Mel Gibson,<->,Heath Ledger
Mel Gibson,<->,Joely Richardson
Mel Gibson,<->,Jason Isaacs
Piper Perabo,<->,Jane McGregor
Piper Perabo,<->,Michael McKean
Piper Perabo,<->,Trent Ford
Alicia Witt,<->,Harvey Fierstein
Alicia Witt,<->,Brooke Langton
Alicia Witt,<->,Johnny Galecki
Wesley Snipes,<->,Kris Kristofferson
Wesley Snipes,<->,Ron Perlman
Wesley Snipes,<->,Leonor Varela
William Baldwin,<->,Brigitte Bako
William Baldwin,<->,Lee Majors
William Baldwin,<->,Vincent Castellanos
Melissa Leo,<->,Sam Trammell
Melissa Leo,<->,David Wheir
Melissa Leo,<->,Stephen Pearlman
Til Schweiger,<->,Claire Forlani
Til Schweiger,<->,Fabrizio Bentivoglio
Til Schweiger,<->,Alan Arkin
Rachel Griffiths,<->,Jonathan Pryce
Rachel Griffiths,<->,Ioan Gruffudd
Rachel Griffiths,<->,Matthew Rhys
Jimmy Smits,<->,Maria del Mar
Jimmy Smits,<->,Jon Seda
Jimmy Smits,<->,Clifton Collins Jr.
Nicole Kidman,<->,Vincent Cassel
Nicole Kidman,<->,Ben Chaplin
Nicole Kidman,<->,Mathieu Kassovitz
Jean Reno,<->,Christina Applegate
Jean Reno,<->,Christian Clavier
Jean Reno,<->,Matt Ross
Mark Belasco,<->,Darrin Browne
Mark Belasco,<->,Stephen Sherman
Mark Belasco,<->,Michael Weston
Jaime Gomez,<->,Seidy Lopez
Jaime Gomez,<->,Zach Galligan
Jaime Gomez,<->,Troy Winbush
John Malkovich,<->,Willem Dafoe
John Malkovich,<->,Udo Kier
John Malkovich,<->,Cary Elwes
Catalina Larranaga,<->,Bobby Johnston
Catalina Larranaga,<->,Shyra Deland
Catalina Larranaga,<->,Kira Reed Lorsch
Bruce Willis,<->,Matthew Perry
Bruce Willis,<->,Rosanna Arquette
Bruce Willis,<->,Michael Clarke Duncan
Justin Whalin,<->,Jeremy Irons
Justin Whalin,<->,Zoe McLellan
Justin Whalin,<->,Bruce Payne
George Clooney,<->,John Turturro
George Clooney,<->,Tim Blake Nelson
George Clooney,<->,John Goodman
Michael Vartan,<->,Norman Reedus
Michael Vartan,<->,Kari Wuhrer
Michael Vartan,<->,Marshall Bell
Gérard Depardieu,<->,Uma Thurman
Gérard Depardieu,<->,Tim Roth
Gérard Depardieu,<->,Julian Glover
Scott Glenn,<->,Chris O'Donnell
Scott Glenn,<->,Bill Paxton
Scott Glenn,<->,Robin Tunney
John Hannah,<->,Famke Janssen
John Hannah,<->,Peter Stormare
John Hannah,<->,Eddie Izzard
Taye Diggs,<->,Dominique Swain
Taye Diggs,<->,Mia Kirshner
Taye Diggs,<->,Meredith Monroe
Cuba Gooding Jr.,<->,Beyoncé
Cuba Gooding Jr.,<->,Mike Epps
Cuba Gooding Jr.,<->,Nigel Washington
Adam Beach,<->,Jürgen Prochnow
Adam Beach,<->,Rose McGowan
Adam Beach,<->,Callum Keith Rennie
Keanu Reeves,<->,Gene Hackman
Keanu Reeves,<->,Brooke Langton
Keanu Reeves,<->,Orlando Jones
Sandra Bullock,<->,Viggo Mortensen
Sandra Bullock,<->,Dominic West
Sandra Bullock,<->,Elizabeth Perkins
Charlie Creed-Miles,<->,Sean Bean
Charlie Creed-Miles,<->,Gareth Milne
Charlie Creed-Miles,<->,Alex Kingston
Erik Palladino,<->,Ryan Reynolds
Erik Palladino,<->,Dash Mihok
Erik Palladino,<->,Carly Pope
Kirsten Dunst,<->,Ben Foster
Kirsten Dunst,<->,Melissa Sagemiller
Kirsten Dunst,<->,Sisqó
Josh Burrow,<->,Carrie Stevens
Josh Burrow,<->,Mekhi Phifer
Josh Burrow,<->,Rainer Judd
Kayvon Esmaili,<->,Robert Schaeffler
Kayvon Esmaili,<->,Kevin Anton
Kayvon Esmaili,<->,Jimmy Bridges
Kayvon Esmaili,<->,Todd Bridges
Kayvon Esmaili,<->,Vanessa Cleary
Jonathan Lipnicki,<->,Rollo Weeks
Jonathan Lipnicki,<->,Richard E. Grant
Jonathan Lipnicki,<->,Jim Carter
Woody Allen,<->,David Schwimmer
Woody Allen,<->,Angélica Aragón
Woody Allen,<->,Sharon Stone
Joshua Jackson,<->,Paul Walker
Joshua Jackson,<->,Hill Harper
Joshua Jackson,<->,Leslie Bibb
Antonio Popaleo,<->,Al Bowen
Antonio Popaleo,<->,Carlos Alazraqui
Antonio Popaleo,<->,Russell Towne
Antonio Popaleo,<->,Gabriel Williams
Antonio Popaleo,<->,Marion Blake
Dean Cain,<->,Lexa Doig
Dean Cain,<->,Eric Roberts
Dean Cain,<->,Peter Stebbings
Peter Greene,<->,Camilla Overbye Roos
Peter Greene,<->,Jim Metzler
Peter Greene,<->,Lora Zane
David Paymer,<->,Judge Reinhold
David Paymer,<->,Rosalind Chao
David Paymer,<->,Peter Falk
Rik Mayall,<->,Patrick Bergin
Rik Mayall,<->,Craig Sheffer
Rik Mayall,<->,Adrian Paul
Jean-Claude Van Damme,<->,Sofia Milos
Jean-Claude Van Damme,<->,Charlton Heston
Jean-Claude Van Damme,<->,Brian Thompson
James Van Der Beek,<->,Rachael Leigh Cook
James Van Der Beek,<->,Ashton Kutcher
James Van Der Beek,<->,Dylan McDermott
Robert Carradine,<->,Maxine Bahns
Robert Carradine,<->,David Carradine
Robert Carradine,<->,Marina Anderson
William H. Macy,<->,Neve Campbell
William H. Macy,<->,John Ritter
William H. Macy,<->,Donald Sutherland
Steve Zahn,<->,Salma Hayek
Steve Zahn,<->,Jeff Goldblum
Steve Zahn,<->,Elijah Wood
Michael Madsen,<->,Angie Everhart
Michael Madsen,<->,Stefan Lysenko
Michael Madsen,<->,Frank Zagarino
Brenda Blethyn,<->,Craig Ferguson
Brenda Blethyn,<->,Martin Clunes
Brenda Blethyn,<->,Tchéky Karyo
Michael Bergin,<->,Amy Weber
Michael Bergin,<->,Vernon Wells
Michael Bergin,<->,Andy Garrison
Julia Roberts,<->,Albert Finney
Julia Roberts,<->,David Brisbin
Julia Roberts,<->,Dawn Didawick
Devon Sawa,<->,Ali Larter
Devon Sawa,<->,Kerr Smith
Devon Sawa,<->,Kristen Cloke
Chris Klein,<->,Leelee Sobieski
Chris Klein,<->,Josh Hartnett
Chris Klein,<->,Michael Rooker
Miranda Otto,<->,Isaiah Washington
Miranda Otto,<->,Chris Chameleon
Miranda Otto,<->,Moses Kandjoze
Michael Rooker,<->,Judge Reinhold
Michael Rooker,<->,Robert Culp
Michael Rooker,<->,Kelly Miracco
Ice Cube,<->,Mike Epps
Ice Cube,<->,Justin Pierce
Ice Cube,<->,John Witherspoon
Tom Sizemore,<->,Dennis Hopper
Tom Sizemore,<->,Steven Seagal
Tom Sizemore,<->,Jaime Pressly
Woody Allen,<->,Tracey Ullman
Woody Allen,<->,Hugh Grant
Woody Allen,<->,Carolyn Saxon
Ice-T,<->,Ernie Hudson Jr.
Ice-T,<->,T.J. Storm
Ice-T,<->,David Askew
Kiefer Sutherland,<->,Rebecca De Mornay
Kiefer Sutherland,<->,Dana Delany
Kiefer Sutherland,<->,Adam Baldwin
Ben Stiller,<->,Owen Wilson
Ben Stiller,<->,Christine Taylor
Ben Stiller,<->,Will Ferrell
Richard T. Jones,<->,De'aundre Bonds
Richard T. Jones,<->,Gabriel Casseus
Richard T. Jones,<->,Master P
Joan Chen,<->,Julianna Margulies
Joan Chen,<->,Mercedes Ruehl
Joan Chen,<->,Victor Rivers
Monica Keena,<->,Ellen Barkin
Monica Keena,<->,Michael Ironside
Monica Keena,<->,Vincent Kartheiser
Campbell Scott,<->,Laura Linney
Campbell Scott,<->,Jared Harris
Campbell Scott,<->,Laurel Holloman
Jessica Alba,<->,Iain Glen
Jessica Alba,<->,Jeanne Tripplehorn
Jessica Alba,<->,Ewen Bremner
Rutger Hauer,<->,Paulina Porizkova
Rutger Hauer,<->,Andrew Dolan
Rutger Hauer,<->,Frank Gerrish
Clea DuVall,<->,Kevin Corrigan
Clea DuVall,<->,Jennifer Aspen
Clea DuVall,<->,Richmond Arquette
Paul Popowich,<->,Michael Madsen
Paul Popowich,<->,Judith Scott
Paul Popowich,<->,Neil D'Monte
Natalie Portman,<->,James Frain
Natalie Portman,<->,Ashley Judd
Natalie Portman,<->,Stockard Channing
Dan Cortese,<->,Virginia Madsen
Dan Cortese,<->,Maria Pitillo
Dan Cortese,<->,Johnathon Schaech
Richard Dreyfuss,<->,Burt Reynolds
Richard Dreyfuss,<->,Dan Hedaya
Richard Dreyfuss,<->,Seymour Cassel
Billy Crystal,<->,John Goodman
Billy Crystal,<->,Mary Gibbs
Billy Crystal,<->,Steve Buscemi
Obba Babatundé,<->,Rae Dawn Chong
Obba Babatundé,<->,Charmin Lee White
Obba Babatundé,<->,Terrell Mitchell
Stuart Townsend,<->,Kate Hudson
Stuart Townsend,<->,Tommy Tiernan
Stuart Townsend,<->,Frances O'Connor
Meg Ryan,<->,Mark Ruffalo
Meg Ryan,<->,Jennifer Jason Leigh
Meg Ryan,<->,Michael Nuccio
Sanaa Lathan,<->,Omar Epps
Sanaa Lathan,<->,Glenndon Chatman
Sanaa Lathan,<->,Jess Willard
Barbara Conway,<->,Jason Mewes
Barbara Conway,<->,Will Hall
Barbara Conway,<->,Kevin Smith
Barbara Conway,<->,Jovana Brown
Barbara Conway,<->,Michael Condro
Barbara Conway,<->,Blake R. Marshall
Barbara Conway,<->,Scott J. Grunewald
Val Kilmer,<->,Carrie-Anne Moss
Val Kilmer,<->,Tom Sizemore
Val Kilmer,<->,Benjamin Bratt
Dennis Hopper,<->,Stephanie Zimbalist
Dennis Hopper,<->,Robert Yocum
Dennis Hopper,<->,Joe Penny
Drew Barrymore,<->,Steve Zahn
Drew Barrymore,<->,Adam Garcia
Drew Barrymore,<->,Brittany Murphy
William Sanderson,<->,Marla Gibbs
William Sanderson,<->,Faye Dunaway
William Sanderson,<->,Stephen Tobolowsky
Robert Forster,<->,Donnie Wahlberg
Robert Forster,<->,Bess Armstrong
Robert Forster,<->,Jasmine Guy
Jason Statham,<->,Saffron Burrows
Jason Statham,<->,Stephen Campbell Moore
Jason Statham,<->,Daniel Mays
Sharon Stone,<->,Billy Connolly
Sharon Stone,<->,Gil Bellows
Sharon Stone,<->,Jurnee Smollett
Seymour Cassel,<->,Tom Dahlgren
Seymour Cassel,<->,Adrianne Duncan
Seymour Cassel,<->,Patrick Floch
Piper Perabo,<->,Adam Garcia
Piper Perabo,<->,John Goodman
Piper Perabo,<->,Maria Bello
Uma Thurman,<->,Jeremy Northam
Uma Thurman,<->,Kate Beckinsale
Uma Thurman,<->,James Fox
Gillian Anderson,<->,Dan Aykroyd
Gillian Anderson,<->,Eleanor Bron
Gillian Anderson,<->,Terry Kinney
Krista Allen,<->,Joseph Will
Krista Allen,<->,Maeve Quinlan
Krista Allen,<->,Michael Bublé
Liam Aiken,<->,Frances Fisher
Liam Aiken,<->,Alice Drummond
Liam Aiken,<->,Frances Sternhagen
Courteney Cox,<->,David Arquette
Courteney Cox,<->,David James Elliott
Courteney Cox,<->,Carol Kane
Antonio Banderas,<->,Olivia Williams
Antonio Banderas,<->,John Shrapnel
Antonio Banderas,<->,Derek Jacobi
Kelly Macdonald,<->,Gwenllian Davies
Kelly Macdonald,<->,Sue Hopkins
Kelly Macdonald,<->,Eileen Edwards
Tony DeCamillis,<->,Hunter Tylo
Tony DeCamillis,<->,Joey Sculthorpe
Tony DeCamillis,<->,Paul Sorvino
Sean Astin,<->,David Atkinson
Sean Astin,<->,Leslie Bega
Sean Astin,<->,Benjamin Bratt
Leslie Jordan,<->,Erin Chandler
Leslie Jordan,<->,Mark Pellegrino
Leslie Jordan,<->,John Ritter
Vanessa Redgrave,<->,Ray Liotta
Vanessa Redgrave,<->,Catherine McCormack
Vanessa Redgrave,<->,Trevor Morgan
Timothy Hutton,<->,Maria Grazia Cucinotta
Timothy Hutton,<->,Udo Kier
Timothy Hutton,<->,Natalie Shaw
Craig Sheffer,<->,Terry Farrell
Craig Sheffer,<->,Bruce McGill
Craig Sheffer,<->,Harry Van Gorkum
Shane West,<->,Marla Sokoloff
Shane West,<->,Jodi Lyn O'Keefe
Shane West,<->,Manu Intiraymi
Mark Wahlberg,<->,Jennifer Aniston
Mark Wahlberg,<->,Dominic West
Mark Wahlberg,<->,Jason Bonham
Ben Affleck,<->,Matt Damon
Ben Affleck,<->,Luke Wilson
Ben Affleck,<->,Denise Richards
Michael Rispoli,<->,Kelly Macdonald
Michael Rispoli,<->,Kathrine Narducci
Michael Rispoli,<->,Kevin Conway
Ryan Phillippe,<->,Benicio Del Toro
Ryan Phillippe,<->,Juliette Lewis
Ryan Phillippe,<->,Taye Diggs
Callie Thorne,<->,Bill Sage
Callie Thorne,<->,Noah Fleiss
Callie Thorne,<->,Rufus Read
Kyle Secor,<->,Alan Ruck
Kyle Secor,<->,Jim Gaffigan
Kyle Secor,<->,Dwight Ewell
Nicole Kidman,<->,Ewan McGregor
Nicole Kidman,<->,John Leguizamo
Nicole Kidman,<->,Jim Broadbent
Cuba Gooding Jr.,<->,Robert De Niro
Cuba Gooding Jr.,<->,Charlize Theron
Cuba Gooding Jr.,<->,Aunjanue Ellis
Ray Liotta,<->,Gloria Reuben
Ray Liotta,<->,Armin Mueller-Stahl
Ray Liotta,<->,Daniel Kash
Will Wallace,<->,Nicole A. Smith
Will Wallace,<->,Wolf Muser
Will Wallace,<->,Robert Wisdom
Ray Winstone,<->,Ben Kingsley
Ray Winstone,<->,Ian McShane
Ray Winstone,<->,Amanda Redman
Lauren Stamile,<->,Nick Chinlund
Lauren Stamile,<->,Anne Jackson
Lauren Stamile,<->,Daniel J. Travanti
Laura Linney,<->,Matthew Broderick
Laura Linney,<->,Amy Ryan
Laura Linney,<->,Michael Countryman
Michael Rapaport,<->,Gary Stretch
Michael Rapaport,<->,Seymour Cassel
Michael Rapaport,<->,Robin Givens
Clive Owen,<->,Helen Mirren
Clive Owen,<->,David Kelly
Clive Owen,<->,Warren Clarke
Liv Tyler,<->,Matt Dillon
Liv Tyler,<->,Mary Jo Smith
Liv Tyler,<->,Michael Douglas
Eric Roberts,<->,Bryan Genesse
Eric Roberts,<->,Ice-T
Eric Roberts,<->,Michael Madsen
Jeffrey Wright,<->,Robert Miano
Jeffrey Wright,<->,Pierre Cosso
Jeffrey Wright,<->,Gabrielle Lazure
Dominique Swain,<->,Brad Renfro
Dominique Swain,<->,Bijou Phillips
Dominique Swain,<->,Mischa Barton
Willem Dafoe,<->,Edward Furlong
Willem Dafoe,<->,Danny Trejo
Willem Dafoe,<->,Mark Boone Junior
Stellan Skarsgård,<->,Izabella Scorupco
Stellan Skarsgård,<->,James D'Arcy
Stellan Skarsgård,<->,Remy Sweeney
Karen Black,<->,Mike Patton
Karen Black,<->,Susan Traylor
Karen Black,<->,Kathleen Wilhoite
Sean Young,<->,William Devane
Sean Young,<->,Tony Denman
Sean Young,<->,Jacob Tierney
Irene Bedard,<->,Mark Boone Junior
Irene Bedard,<->,Kieran Mulroney
Irene Bedard,<->,Chip Adams
James Spader,<->,Keanu Reeves
James Spader,<->,Marisa Tomei
James Spader,<->,Ernie Hudson
Kirsten Dunst,<->,Eliza Dushku
Kirsten Dunst,<->,Jesse Bradford
Kirsten Dunst,<->,Gabrielle Union
Harry Enfield,<->,Kathy Burke
Harry Enfield,<->,Rhys Ifans
Harry Enfield,<->,Laura Fraser
Richard Gere,<->,Helen Hunt
Richard Gere,<->,Farrah Fawcett
Richard Gere,<->,Laura Dern
Vikas Anand,<->,Saif Ali Khan
Vikas Anand,<->,Atul Agnihotri
Vikas Anand,<->,Pooja Bhatt
Vikas Anand,<->,Sheeba Agarwal
Dominique Swain,<->,Busy Philipps
Dominique Swain,<->,Keri Lynn Pratt
Dominique Swain,<->,Nick Loeb
Alec Baldwin,<->,Cody McMains
Alec Baldwin,<->,Russell Means
Alec Baldwin,<->,Peter Fonda
Lynn Redgrave,<->,Daniela Amavia
Lynn Redgrave,<->,Ryan Hurst
Lynn Redgrave,<->,Fay Masterson
Sam Neill,<->,Billy Mitchell
Sam Neill,<->,Roz Hammond
Sam Neill,<->,Christopher-Robin Street
Andy Serkis,<->,Sian Reeves
Andy Serkis,<->,Ray Winstone
Andy Serkis,<->,Oliver Porter
Eric Roberts,<->,Ron Perlman
Eric Roberts,<->,Lesley-Anne Down
Eric Roberts,<->,David Beecroft
Jim Caviezel,<->,Mary McCormack
Jim Caviezel,<->,Jake Lloyd
Jim Caviezel,<->,Bruce Dern
Ellen Thompson,<->,Mohan Agashe
Ellen Thompson,<->,Anju Mahendru
Ellen Thompson,<->,Sachin Khedekar
Ellen Thompson,<->,Sheetal Sheth
Ellen Thompson,<->,J. Richey Nash
Julia Stiles,<->,Sean Patrick Thomas
Julia Stiles,<->,Kerry Washington
Julia Stiles,<->,Fredro Starr
Steve Zahn,<->,Paul Walker
Steve Zahn,<->,Leelee Sobieski
Steve Zahn,<->,Jessica Bowman
Jason Alexander,<->,Mary Steenburgen
Jason Alexander,<->,Reese Witherspoon
Jason Alexander,<->,Seth Green
Desmond Harrington,<->,Steven Moreno
Desmond Harrington,<->,Peter Simmons
Desmond Harrington,<->,Milo Ventimiglia
Penélope Cruz,<->,Murilo Benício
Penélope Cruz,<->,Harold Perrineau
Penélope Cruz,<->,Mark Feuerstein
Randall Batinkoff,<->,Dylan Haggerty
Randall Batinkoff,<->,J.E. Freeman
Randall Batinkoff,<->,Jenny Gago
Julianne Moore,<->,Clive Owen
Julianne Moore,<->,Chiwetel Ejiofor
Julianne Moore,<->,Michael Caine
Christina Ricci,<->,Cate Blanchett
Christina Ricci,<->,Oleg Yankovskiy
Christina Ricci,<->,Claudia Lander-Duke
Hugh Laurie,<->,Joely Richardson
Hugh Laurie,<->,Matthew Macfadyen
Hugh Laurie,<->,Adrian Lester
Albert Brooks,<->,Leelee Sobieski
Albert Brooks,<->,Rutanya Alda
Albert Brooks,<->,Natasha Braisewell
James Marshall,<->,Dennis Hopper
James Marshall,<->,Michael Madsen
James Marshall,<->,Eric Roberts
Nastassja Kinski,<->,Timothy Dalton
Nastassja Kinski,<->,Kevin Zegers
Nastassja Kinski,<->,Cameron Finley
Mel Gibson,<->,Helen Hunt
Mel Gibson,<->,Marisa Tomei
Mel Gibson,<->,Alan Alda
Bryan Cranston,<->,Alexandra Boyd
Bryan Cranston,<->,Van Quattro
Bryan Cranston,<->,Bari Buckner
Roy Scheider,<->,Patrick Muldoon
Roy Scheider,<->,Maria Conchita Alonso
Roy Scheider,<->,Michael Biehn
Kenneth Branagh,<->,Robin Wright
Kenneth Branagh,<->,Suzi Hofrichter
Kenneth Branagh,<->,Lynn Redgrave
Jacqueline Bisset,<->,Martha Plimpton
Jacqueline Bisset,<->,Nick Stahl
Jacqueline Bisset,<->,Amy Madigan
Martin Lawrence,<->,Nia Long
Martin Lawrence,<->,Paul Giamatti
Martin Lawrence,<->,Jascha Washington
Kevin Corrigan,<->,Mick Cunningham
Kevin Corrigan,<->,Michael Lowry
Kevin Corrigan,<->,Michael Kenneth Williams
Antonio Sabato Jr.,<->,Fred Ward
Antonio Sabato Jr.,<->,Kelly Rutherford
Antonio Sabato Jr.,<->,Susie Park
Stephen Burrows,<->,Tim Matheson
Stephen Burrows,<->,Traci Lords
Stephen Burrows,<->,A.J. Benza
Jason Statham,<->,Brad Pitt
Jason Statham,<->,Stephen Graham
Jason Statham,<->,Vinnie Jones
Marisa Tomei,<->,Vincent D'Onofrio
Marisa Tomei,<->,Holland Taylor
Marisa Tomei,<->,Mick Weber
Ralph Fiennes,<->,Michael Bryant
Ralph Fiennes,<->,Julie Christie
Ralph Fiennes,<->,Rebecca Callard
Harvey Keitel,<->,Andie MacDowell
Harvey Keitel,<->,Francesca Neri
Harvey Keitel,<->,Stefano Dionisi
Chris Coburn,<->,Joshua Leonard
Chris Coburn,<->,Sandrine Holt
Chris Coburn,<->,Adam Arkin
Joan Allen,<->,Gary Oldman
Joan Allen,<->,Jeff Bridges
Joan Allen,<->,Christian Slater
David Morse,<->,Thomas Ryan
David Morse,<->,Philip Goodwin
David Morse,<->,Ana Reeder
Sylvester Stallone,<->,Rachael Leigh Cook
Sylvester Stallone,<->,Miranda Richardson
Sylvester Stallone,<->,Rhona Mitra
Avery Schreiber,<->,John Heard
Avery Schreiber,<->,Jasmine Guy
Avery Schreiber,<->,Tony Crane
Avery Schreiber,<->,William Sanderson
Avery Schreiber,<->,Lochlyn Munro
Saul Williams,<->,Leo Fitzpatrick
Saul Williams,<->,Hannes Jaenicke
Saul Williams,<->,Robert Overby
Guy Pearce,<->,Carrie-Anne Moss
Guy Pearce,<->,Joe Pantoliano
Guy Pearce,<->,Mark Boone Junior
Brendan Fraser,<->,Rachel Weisz
Brendan Fraser,<->,John Hannah
Brendan Fraser,<->,Arnold Vosloo
Drew Barrymore,<->,Jennifer Jason Leigh
Drew Barrymore,<->,Mischa Barton
Drew Barrymore,<->,Bug Hall
Jennifer Lopez,<->,Matthew McConaughey
Jennifer Lopez,<->,Bridgette Wilson-Sampras
Jennifer Lopez,<->,Justin Chambers
Cary Elwes,<->,Elaine Hendrix
Cary Elwes,<->,Christopher Lloyd
Cary Elwes,<->,Mary Steenburgen
Jennifer Lopez,<->,Vince Vaughn
Jennifer Lopez,<->,Vincent D'Onofrio
Jennifer Lopez,<->,Colton James
Malcolm McDowell,<->,David Thewlis
Malcolm McDowell,<->,Paul Bettany
Malcolm McDowell,<->,Saffron Burrows
Emily Perkins,<->,Katharine Isabelle
Emily Perkins,<->,Kris Lemche
Emily Perkins,<->,Mimi Rogers
Michelle Rodriguez,<->,Douglas Santiago
Michelle Rodriguez,<->,Jamie Tirelli
Michelle Rodriguez,<->,Paul Calderon
Brad Renfro,<->,Dominique Swain
Brad Renfro,<->,Keram Malicki-Sánchez
Brad Renfro,<->,Emily Bergl
Charles Durning,<->,Peter Falk
Charles Durning,<->,Denis Leary
Charles Durning,<->,Robert Forster
Janet McTeer,<->,Michael Harding
Janet McTeer,<->,Michael Davis
Janet McTeer,<->,Michael Goodwin
Glenn Close,<->,Cameron Diaz
Glenn Close,<->,Calista Flockhart
Glenn Close,<->,Kathy Baker
Catherine McCormack,<->,Sean Penn
Catherine McCormack,<->,Sarah Polley
Catherine McCormack,<->,Elizabeth Hurley
Minnie Driver,<->,Hallie Eisenberg
Minnie Driver,<->,Joey Lauren Adams
Minnie Driver,<->,Kathleen Turner
Vaughan Sheffield,<->,Christian Patterson
Vaughan Sheffield,<->,Lisa Perry
Vaughan Sheffield,<->,Sam Worthington
Joshua Leonard,<->,Molly Ringwald
Joshua Leonard,<->,Ellen Pompeo
Joshua Leonard,<->,Michael B. Silver
Emily Wagner,<->,Julie Delpy
Emily Wagner,<->,Billy Wirth
Emily Wagner,<->,Bruce Ramsay
Joey Lauren Adams,<->,Ellen DeGeneres
Joey Lauren Adams,<->,Joel Grey
Joey Lauren Adams,<->,Andie MacDowell
Denzel Washington,<->,Will Patton
Denzel Washington,<->,Wood Harris
Denzel Washington,<->,Ryan Hurst
Clifton Collins Jr.,<->,Greg Serano
Clifton Collins Jr.,<->,Jacob Vargas
Clifton Collins Jr.,<->,Lobo Sebastian
Glenn Close,<->,Gérard Depardieu
Glenn Close,<->,Ioan Gruffudd
Glenn Close,<->,Alice Evans
Kane Hodder,<->,Lexa Doig
Kane Hodder,<->,Jeff Geddis
Kane Hodder,<->,David Cronenberg
Jennifer Baxter,<->,Dennis Hopper
Jennifer Baxter,<->,Vin Diesel
Jennifer Baxter,<->,Barry Pepper
John Turturro,<->,Emily Watson
John Turturro,<->,Geraldine James
John Turturro,<->,Stuart Wilson
